condition_name,meddra_concept_id,atc_concept_id,control
Acute liver injury,35909516,21601420,positive
Acute liver injury,35205233,21601420,positive
Acute liver injury,36313585,21601420,positive
Acute liver injury,35909557,21601420,positive
Acute liver injury,35909611,21601420,positive
Acute liver injury,35909613,21601420,positive
Acute liver injury,35909589,21601420,positive
Acute liver injury,35909594,21601420,positive
Acute liver injury,35909520,21601420,positive
Acute liver injury,35104306,21601420,positive
Acute liver injury,35909501,21601420,positive
Acute liver injury,36313594,21601420,positive
Acute liver injury,35909435,21601439,positive
Acute liver injury,35909507,21601439,positive
Acute liver injury,35909516,21601439,positive
Acute liver injury,35205233,21601439,positive
Acute liver injury,36313585,21601439,positive
Acute liver injury,35909557,21601439,positive
Acute liver injury,35909611,21601439,positive
Acute liver injury,35909613,21601439,positive
Acute liver injury,35909589,21601439,positive
Acute liver injury,35909594,21601439,positive
Acute liver injury,35909520,21601439,positive
Acute liver injury,35104306,21601439,positive
Acute liver injury,35909501,21601439,positive
Acute liver injury,36313594,21601439,positive
Acute liver injury,35909435,21601751,positive
Acute liver injury,35909507,21601751,positive
Acute liver injury,35909516,21601751,positive
Acute liver injury,35205233,21601751,positive
Acute liver injury,36313585,21601751,positive
Acute liver injury,35909557,21601751,positive
Acute liver injury,35909611,21601751,positive
Acute liver injury,35909613,21601751,positive
Acute liver injury,35909589,21601751,positive
Acute liver injury,35909594,21601751,positive
Acute liver injury,35909520,21601751,positive
Acute liver injury,35104306,21601751,positive
Acute liver injury,35909501,21601751,positive
Acute liver injury,36313594,21601751,positive
Acute liver injury,35909435,21600448,positive
Acute liver injury,35909507,21600448,positive
Acute liver injury,35909516,21600448,positive
Acute liver injury,35205233,21600448,positive
Acute liver injury,36313585,21600448,positive
Acute liver injury,35909557,21600448,positive
Acute liver injury,35909611,21600448,positive
Acute liver injury,35909613,21600448,positive
Acute liver injury,35909589,21600448,positive
Acute liver injury,35909594,21600448,positive
Acute liver injury,35909520,21600448,positive
Acute liver injury,35104306,21600448,positive
Acute liver injury,35909501,21600448,positive
Acute liver injury,36313594,21600448,positive
Acute liver injury,35909435,21601790,positive
Acute liver injury,35909507,21601790,positive
Acute liver injury,35909516,21601790,positive
Acute liver injury,35205233,21601790,positive
Acute liver injury,36313585,21601790,positive
Acute liver injury,35909557,21601790,positive
Acute liver injury,35909611,21601790,positive
Acute liver injury,35909613,21601790,positive
Acute liver injury,35909589,21601790,positive
Acute liver injury,35909594,21601790,positive
Acute liver injury,35909520,21601790,positive
Acute liver injury,35104306,21601790,positive
Acute liver injury,35909501,21601790,positive
Acute liver injury,36313594,21601790,positive
Acute liver injury,35909435,21601399,positive
Acute liver injury,35909507,21601399,positive
Acute liver injury,35909516,21601399,positive
Acute liver injury,35205233,21601399,positive
Acute liver injury,36313585,21601399,positive
Acute liver injury,35909557,21601399,positive
Acute liver injury,35909611,21601399,positive
Acute liver injury,35909613,21601399,positive
Acute liver injury,35909589,21601399,positive
Acute liver injury,35909594,21601399,positive
Acute liver injury,35909520,21601399,positive
Acute liver injury,35104306,21601399,positive
Acute liver injury,35909501,21601399,positive
Acute liver injury,36313594,21601399,positive
Acute liver injury,35909435,21601789,positive
Acute liver injury,35909507,21601789,positive
Acute liver injury,35909516,21601789,positive
Acute liver injury,35205233,21601789,positive
Acute liver injury,36313585,21601789,positive
Acute liver injury,35909557,21601789,positive
Acute liver injury,35909611,21601789,positive
Acute liver injury,35909613,21601789,positive
Acute liver injury,35909589,21601789,positive
Acute liver injury,35909594,21601789,positive
Acute liver injury,35909520,21601789,positive
Acute liver injury,35104306,21601789,positive
Acute liver injury,35909501,21601789,positive
Acute liver injury,36313594,21601789,positive
Acute liver injury,35909435,21603804,positive
Acute liver injury,35909507,21603804,positive
Acute liver injury,35909516,21603804,positive
Acute liver injury,35205233,21603804,positive
Acute liver injury,36313585,21603804,positive
Acute liver injury,35909557,21603804,positive
Acute liver injury,35909611,21603804,positive
Acute liver injury,35909613,21603804,positive
Acute liver injury,35909589,21603804,positive
Acute liver injury,35909594,21603804,positive
Acute liver injury,35909520,21603804,positive
Acute liver injury,35104306,21603804,positive
Acute liver injury,35909501,21603804,positive
Acute liver injury,36313594,21603804,positive
Acute liver injury,35909435,21601785,positive
Acute liver injury,35909507,21601785,positive
Acute liver injury,35909516,21601785,positive
Acute liver injury,35205233,21601785,positive
Acute liver injury,36313585,21601785,positive
Acute liver injury,35909557,21601785,positive
Acute liver injury,35909611,21601785,positive
Acute liver injury,35909613,21601785,positive
Acute liver injury,35909589,21601785,positive
Acute liver injury,35909594,21601785,positive
Acute liver injury,35909520,21601785,positive
Acute liver injury,35104306,21601785,positive
Acute liver injury,35909501,21601785,positive
Acute liver injury,36313594,21601785,positive
Acute liver injury,35909435,21601794,positive
Acute liver injury,35909507,21601794,positive
Acute liver injury,35909516,21601794,positive
Acute liver injury,35205233,21601794,positive
Acute liver injury,36313585,21601794,positive
Acute liver injury,35909557,21601794,positive
Acute liver injury,35909611,21601794,positive
Acute liver injury,35909613,21601794,positive
Acute liver injury,35909589,21601794,positive
Acute liver injury,35909594,21601794,positive
Acute liver injury,35909520,21601794,positive
Acute liver injury,35104306,21601794,positive
Acute liver injury,35909501,21601794,positive
Acute liver injury,36313594,21601794,positive
Acute liver injury,35909435,21603835,positive
Acute liver injury,35909507,21603835,positive
Acute liver injury,35909516,21603835,positive
Acute liver injury,35205233,21603835,positive
Acute liver injury,36313585,21603835,positive
Acute liver injury,35909557,21603835,positive
Acute liver injury,35909611,21603835,positive
Acute liver injury,35909613,21603835,positive
Acute liver injury,35909589,21603835,positive
Acute liver injury,35909594,21603835,positive
Acute liver injury,35909520,21603835,positive
Acute liver injury,35104306,21603835,positive
Acute liver injury,35909501,21603835,positive
Acute liver injury,36313594,21603835,positive
Acute liver injury,35909435,21601082,negative
Acute liver injury,35909507,21601082,negative
Acute liver injury,35909516,21601082,negative
Acute liver injury,35205233,21601082,negative
Acute liver injury,36313585,21601082,negative
Acute liver injury,35909557,21601082,negative
Acute liver injury,35909611,21601082,negative
Acute liver injury,35909613,21601082,negative
Acute liver injury,35909589,21601082,negative
Acute liver injury,35909594,21601082,negative
Acute liver injury,35909520,21601082,negative
Acute liver injury,35104306,21601082,negative
Acute liver injury,35909501,21601082,negative
Acute liver injury,36313594,21601082,negative
Acute liver injury,35909435,21603831,positive
Acute liver injury,35909507,21603831,positive
Acute liver injury,35909516,21603831,positive
Acute liver injury,35205233,21603831,positive
Acute liver injury,36313585,21603831,positive
Acute liver injury,35909557,21603831,positive
Acute liver injury,35909611,21603831,positive
Acute liver injury,35909613,21603831,positive
Acute liver injury,35909589,21603831,positive
Acute liver injury,35909594,21603831,positive
Acute liver injury,35909520,21603831,positive
Acute liver injury,35104306,21603831,positive
Acute liver injury,35909501,21603831,positive
Acute liver injury,36313594,21603831,positive
Acute liver injury,35909435,21601429,positive
Acute liver injury,35909507,21601429,positive
Acute liver injury,35909516,21601429,positive
Acute liver injury,35205233,21601429,positive
Acute liver injury,36313585,21601429,positive
Acute liver injury,35909557,21601429,positive
Acute liver injury,35909611,21601429,positive
Acute liver injury,35909613,21601429,positive
Acute liver injury,35909589,21601429,positive
Acute liver injury,35909594,21601429,positive
Acute liver injury,35909520,21601429,positive
Acute liver injury,35104306,21601429,positive
Acute liver injury,35909501,21601429,positive
Acute liver injury,36313594,21601429,positive
Acute liver injury,35909435,21602766,positive
Acute liver injury,35909507,21602766,positive
Acute liver injury,35909516,21602766,positive
Acute liver injury,35205233,21602766,positive
Acute liver injury,36313585,21602766,positive
Acute liver injury,35909557,21602766,positive
Acute liver injury,35909611,21602766,positive
Acute liver injury,35909613,21602766,positive
Acute liver injury,35909589,21602766,positive
Acute liver injury,35909594,21602766,positive
Acute liver injury,35909520,21602766,positive
Acute liver injury,35104306,21602766,positive
Acute liver injury,35909501,21602766,positive
Acute liver injury,36313594,21602766,positive
Acute liver injury,35909435,21600782,positive
Acute liver injury,35909507,21600782,positive
Acute liver injury,35909516,21600782,positive
Acute liver injury,35205233,21600782,positive
Acute liver injury,36313585,21600782,positive
Acute liver injury,35909557,21600782,positive
Acute liver injury,35909611,21600782,positive
Acute liver injury,35909613,21600782,positive
Acute liver injury,35909589,21600782,positive
Acute liver injury,35909594,21600782,positive
Acute liver injury,35909520,21600782,positive
Acute liver injury,35104306,21600782,positive
Acute liver injury,35909501,21600782,positive
Acute liver injury,36313594,21600782,positive
Acute liver injury,35909435,21602762,positive
Acute liver injury,35909507,21602762,positive
Acute liver injury,35909516,21602762,positive
Acute liver injury,35205233,21602762,positive
Acute liver injury,36313585,21602762,positive
Acute liver injury,35909557,21602762,positive
Acute liver injury,35909611,21602762,positive
Acute liver injury,35909613,21602762,positive
Acute liver injury,35909589,21602762,positive
Acute liver injury,35909594,21602762,positive
Acute liver injury,35909520,21602762,positive
Acute liver injury,35104306,21602762,positive
Acute liver injury,35909501,21602762,positive
Acute liver injury,36313594,21602762,positive
Acute liver injury,35909435,21600784,negative
Acute liver injury,35909507,21600784,negative
Acute liver injury,35909516,21600784,negative
Acute liver injury,35205233,21600784,negative
Acute liver injury,36313585,21600784,negative
Acute liver injury,35909557,21600784,negative
Acute liver injury,35909611,21600784,negative
Acute liver injury,35909613,21600784,negative
Acute liver injury,35909589,21600784,negative
Acute liver injury,35909594,21600784,negative
Acute liver injury,35909520,21600784,negative
Acute liver injury,35104306,21600784,negative
Acute liver injury,35909501,21600784,negative
Acute liver injury,36313594,21600784,negative
Acute liver injury,35909435,21603081,positive
Acute liver injury,35909507,21603081,positive
Acute liver injury,35909516,21603081,positive
Acute liver injury,35205233,21603081,positive
Acute liver injury,36313585,21603081,positive
Acute liver injury,35909557,21603081,positive
Acute liver injury,35909611,21603081,positive
Acute liver injury,35909613,21603081,positive
Acute liver injury,35909589,21603081,positive
Acute liver injury,35909594,21603081,positive
Acute liver injury,35909520,21603081,positive
Acute liver injury,35104306,21603081,positive
Acute liver injury,35909501,21603081,positive
Acute liver injury,36313594,21603081,positive
Acute liver injury,35909435,21603083,positive
Acute liver injury,35909507,21603083,positive
Acute liver injury,35909516,21603083,positive
Acute liver injury,35205233,21603083,positive
Acute liver injury,36313585,21603083,positive
Acute liver injury,35909557,21603083,positive
Acute liver injury,35909611,21603083,positive
Acute liver injury,35909613,21603083,positive
Acute liver injury,35909589,21603083,positive
Acute liver injury,35909594,21603083,positive
Acute liver injury,35909520,21603083,positive
Acute liver injury,35104306,21603083,positive
Acute liver injury,35909501,21603083,positive
Acute liver injury,36313594,21603083,positive
Acute liver injury,35909435,21603164,positive
Acute liver injury,35909507,21603164,positive
Acute liver injury,35909516,21603164,positive
Acute liver injury,35205233,21603164,positive
Acute liver injury,36313585,21603164,positive
Acute liver injury,35909557,21603164,positive
Acute liver injury,35909611,21603164,positive
Acute liver injury,35909613,21603164,positive
Acute liver injury,35909589,21603164,positive
Acute liver injury,35909594,21603164,positive
Acute liver injury,35909520,21603164,positive
Acute liver injury,35104306,21603164,positive
Acute liver injury,35909501,21603164,positive
Acute liver injury,36313594,21603164,positive
Acute liver injury,35909435,21603160,positive
Acute liver injury,35909507,21603160,positive
Acute liver injury,35909516,21603160,positive
Acute liver injury,35205233,21603160,positive
Acute liver injury,36313585,21603160,positive
Acute liver injury,35909557,21603160,positive
Acute liver injury,35909611,21603160,positive
Acute liver injury,35909613,21603160,positive
Acute liver injury,35909589,21603160,positive
Acute liver injury,35909594,21603160,positive
Acute liver injury,35909520,21603160,positive
Acute liver injury,35104306,21603160,positive
Acute liver injury,35909501,21603160,positive
Acute liver injury,36313594,21603160,positive
Acute liver injury,35909435,21603020,positive
Acute liver injury,35909507,21603020,positive
Acute liver injury,35909516,21603020,positive
Acute liver injury,35205233,21603020,positive
Acute liver injury,36313585,21603020,positive
Acute liver injury,35909557,21603020,positive
Acute liver injury,35909611,21603020,positive
Acute liver injury,35909613,21603020,positive
Acute liver injury,35909589,21603020,positive
Acute liver injury,35909594,21603020,positive
Acute liver injury,35909520,21603020,positive
Acute liver injury,35104306,21603020,positive
Acute liver injury,35909501,21603020,positive
Acute liver injury,36313594,21603020,positive
Acute liver injury,35909435,21603082,positive
Acute liver injury,35909507,21603082,positive
Acute liver injury,35909516,21603082,positive
Acute liver injury,35205233,21603082,positive
Acute liver injury,36313585,21603082,positive
Acute liver injury,35909557,21603082,positive
Acute liver injury,35909611,21603082,positive
Acute liver injury,35909613,21603082,positive
Acute liver injury,35909589,21603082,positive
Acute liver injury,35909594,21603082,positive
Acute liver injury,35909520,21603082,positive
Acute liver injury,35104306,21603082,positive
Acute liver injury,35909501,21603082,positive
Acute liver injury,36313594,21603082,positive
Acute liver injury,35909435,21603022,positive
Acute liver injury,35909507,21603022,positive
Acute liver injury,35909516,21603022,positive
Acute liver injury,35205233,21603022,positive
Acute liver injury,36313585,21603022,positive
Acute liver injury,35909557,21603022,positive
Acute liver injury,35909611,21603022,positive
Acute liver injury,35909613,21603022,positive
Acute liver injury,35909589,21603022,positive
Acute liver injury,35909594,21603022,positive
Acute liver injury,35909520,21603022,positive
Acute liver injury,35104306,21603022,positive
Acute liver injury,35909501,21603022,positive
Acute liver injury,36313594,21603022,positive
Acute liver injury,35909435,21603086,positive
Acute liver injury,35909507,21603086,positive
Acute liver injury,35909516,21603086,positive
Acute liver injury,35205233,21603086,positive
Acute liver injury,36313585,21603086,positive
Acute liver injury,35909557,21603086,positive
Acute liver injury,35909611,21603086,positive
Acute liver injury,35909613,21603086,positive
Acute liver injury,35909589,21603086,positive
Acute liver injury,35909594,21603086,positive
Acute liver injury,35909520,21603086,positive
Acute liver injury,35104306,21603086,positive
Acute liver injury,35909501,21603086,positive
Acute liver injury,36313594,21603086,positive
Acute liver injury,35909435,21603162,positive
Acute liver injury,35909507,21603162,positive
Acute liver injury,35909516,21603162,positive
Acute liver injury,35205233,21603162,positive
Acute liver injury,36313585,21603162,positive
Acute liver injury,35909557,21603162,positive
Acute liver injury,35909611,21603162,positive
Acute liver injury,35909613,21603162,positive
Acute liver injury,35909589,21603162,positive
Acute liver injury,35909594,21603162,positive
Acute liver injury,35909520,21603162,positive
Acute liver injury,35104306,21603162,positive
Acute liver injury,35909501,21603162,positive
Acute liver injury,36313594,21603162,positive
Acute liver injury,35909435,21603161,positive
Acute liver injury,35909507,21603161,positive
Acute liver injury,35909516,21603161,positive
Acute liver injury,35205233,21603161,positive
Acute liver injury,36313585,21603161,positive
Acute liver injury,35909557,21603161,positive
Acute liver injury,35909611,21603161,positive
Acute liver injury,35909613,21603161,positive
Acute liver injury,35909589,21603161,positive
Acute liver injury,35909594,21603161,positive
Acute liver injury,35909520,21603161,positive
Acute liver injury,35104306,21603161,positive
Acute liver injury,35909501,21603161,positive
Acute liver injury,36313594,21603161,positive
Acute liver injury,35909435,21600608,negative
Acute liver injury,35909507,21600608,negative
Acute liver injury,35909516,21600608,negative
Acute liver injury,35205233,21600608,negative
Acute liver injury,36313585,21600608,negative
Acute liver injury,35909557,21600608,negative
Acute liver injury,35909611,21600608,negative
Acute liver injury,35909613,21600608,negative
Acute liver injury,35909589,21600608,negative
Acute liver injury,35909594,21600608,negative
Acute liver injury,35909520,21600608,negative
Acute liver injury,35104306,21600608,negative
Acute liver injury,35909501,21600608,negative
Acute liver injury,36313594,21600608,negative
Acute liver injury,35909435,21602842,negative
Acute liver injury,35909507,21602842,negative
Acute liver injury,35909516,21602842,negative
Acute liver injury,35205233,21602842,negative
Acute liver injury,36313585,21602842,negative
Acute liver injury,35909557,21602842,negative
Acute liver injury,35909611,21602842,negative
Acute liver injury,35909613,21602842,negative
Acute liver injury,35909589,21602842,negative
Acute liver injury,35909594,21602842,negative
Acute liver injury,35909520,21602842,negative
Acute liver injury,35104306,21602842,negative
Acute liver injury,35909501,21602842,negative
Acute liver injury,36313594,21602842,negative
Acute liver injury,35909435,21603165,positive
Acute liver injury,35909507,21603165,positive
Acute liver injury,35909516,21603165,positive
Acute liver injury,35205233,21603165,positive
Acute liver injury,36313585,21603165,positive
Acute liver injury,35909557,21603165,positive
Acute liver injury,35909611,21603165,positive
Acute liver injury,35909613,21603165,positive
Acute liver injury,35909589,21603165,positive
Acute liver injury,35909594,21603165,positive
Acute liver injury,35909520,21603165,positive
Acute liver injury,35104306,21603165,positive
Acute liver injury,35909501,21603165,positive
Acute liver injury,36313594,21603165,positive
Acute liver injury,35909435,21603157,positive
Acute liver injury,35909507,21603157,positive
Acute liver injury,35909516,21603157,positive
Acute liver injury,35205233,21603157,positive
Acute liver injury,36313585,21603157,positive
Acute liver injury,35909557,21603157,positive
Acute liver injury,35909611,21603157,positive
Acute liver injury,35909613,21603157,positive
Acute liver injury,35909589,21603157,positive
Acute liver injury,35909594,21603157,positive
Acute liver injury,35909520,21603157,positive
Acute liver injury,35104306,21603157,positive
Acute liver injury,35909501,21603157,positive
Acute liver injury,36313594,21603157,positive
Acute liver injury,35909435,21603175,positive
Acute liver injury,35909507,21603175,positive
Acute liver injury,35909516,21603175,positive
Acute liver injury,35205233,21603175,positive
Acute liver injury,36313585,21603175,positive
Acute liver injury,35909557,21603175,positive
Acute liver injury,35909611,21603175,positive
Acute liver injury,35909613,21603175,positive
Acute liver injury,35909589,21603175,positive
Acute liver injury,35909594,21603175,positive
Acute liver injury,35909520,21603175,positive
Acute liver injury,35104306,21603175,positive
Acute liver injury,35909501,21603175,positive
Acute liver injury,36313594,21603175,positive
Acute liver injury,35909435,21603158,positive
Acute liver injury,35909507,21603158,positive
Acute liver injury,35909516,21603158,positive
Acute liver injury,35205233,21603158,positive
Acute liver injury,36313585,21603158,positive
Acute liver injury,35909557,21603158,positive
Acute liver injury,35909611,21603158,positive
Acute liver injury,35909613,21603158,positive
Acute liver injury,35909589,21603158,positive
Acute liver injury,35909594,21603158,positive
Acute liver injury,35909520,21603158,positive
Acute liver injury,35104306,21603158,positive
Acute liver injury,35909501,21603158,positive
Acute liver injury,36313594,21603158,positive
Acute liver injury,35909435,21603097,positive
Acute liver injury,35909507,21603097,positive
Acute liver injury,35909516,21603097,positive
Acute liver injury,35205233,21603097,positive
Acute liver injury,36313585,21603097,positive
Acute liver injury,35909557,21603097,positive
Acute liver injury,35909611,21603097,positive
Acute liver injury,35909613,21603097,positive
Acute liver injury,35909589,21603097,positive
Acute liver injury,35909594,21603097,positive
Acute liver injury,35909520,21603097,positive
Acute liver injury,35104306,21603097,positive
Acute liver injury,35909501,21603097,positive
Acute liver injury,36313594,21603097,positive
Acute liver injury,35909435,21603173,positive
Acute liver injury,35909507,21603173,positive
Acute liver injury,35909516,21603173,positive
Acute liver injury,35205233,21603173,positive
Acute liver injury,36313585,21603173,positive
Acute liver injury,35909557,21603173,positive
Acute liver injury,35909611,21603173,positive
Acute liver injury,35909613,21603173,positive
Acute liver injury,35909589,21603173,positive
Acute liver injury,35909594,21603173,positive
Acute liver injury,35909520,21603173,positive
Acute liver injury,35104306,21603173,positive
Acute liver injury,35909501,21603173,positive
Acute liver injury,36313594,21603173,positive
Acute liver injury,35909435,21603163,positive
Acute liver injury,35909507,21603163,positive
Acute liver injury,35909516,21603163,positive
Acute liver injury,35205233,21603163,positive
Acute liver injury,36313585,21603163,positive
Acute liver injury,35909557,21603163,positive
Acute liver injury,35909611,21603163,positive
Acute liver injury,35909613,21603163,positive
Acute liver injury,35909589,21603163,positive
Acute liver injury,35909594,21603163,positive
Acute liver injury,35909520,21603163,positive
Acute liver injury,35104306,21603163,positive
Acute liver injury,35909501,21603163,positive
Acute liver injury,36313594,21603163,positive
Acute liver injury,35909435,21603103,positive
Acute liver injury,35909507,21603103,positive
Acute liver injury,35909516,21603103,positive
Acute liver injury,35205233,21603103,positive
Acute liver injury,36313585,21603103,positive
Acute liver injury,35909557,21603103,positive
