stage,log_lower90,log_ior,permutation
4,-0.639944593654144,0.129155705175593,2
5,-0.837545470193534,0.171495304844646,2
6,-1.03661492569021,0.213249651862616,2
7,-1.23955749326386,0.254828540379684,2
1,-0.287979382576257,0.0615683151748483,2
2,-0.159364459511856,0.137555115495911,2
3,-0.0696080620939466,0.211867888213291,2
4,-0.00914091063019562,0.283980591153032,2
5,0.0283170323989809,0.355328177176209,2
6,0.041844654857337,0.429971769748551,2
7,0.0320422890703022,0.507425343363916,2
1,-0.277263419487748,-0.00183617260351987,2
2,-0.323671274559409,-0.0629063935363581,2
3,-0.449869377054871,-0.1239113824826,2
4,-0.611915252372786,-0.184660612589439,2
5,-0.784384496552122,-0.244744083048162,2
6,-0.959391036211637,-0.303557271134094,2
7,-1.13710534123879,-0.360869572311278,2
1,-4.85097813896832,-0.683740629669885,2
2,-3.52456841232729,0.252424111263235,2
3,-3.11638699518119,1.20991717609558,2
4,-3.130710529745,2.21964243347778,2
5,-3.17873546956681,3.31869038700628,2
6,-3.083051168564,4.54094540332247,2
7,-2.84081641950168,5.87925149114485,2
1,-0.00855202854259459,1.26202260055663e-05,2
2,-0.0077440702091578,2.28856001780464e-05,2
3,-0.00966671516901521,3.38469118519313e-05,2
4,-0.0129598534038404,4.57724264188997e-05,2
5,-0.0167678999155688,5.79385061185711e-05,2
6,-0.0208582052467614,6.99767401592943e-05,2
7,-0.0252108144981151,8.18571118097466e-05,2
1,-0.29855483313239,-0.00436549183854318,2
2,-0.211647172016638,0.0594508270812471,2
3,-0.22806483201009,0.123264352849783,2
4,-0.290753480316654,0.186988271365363,2
5,-0.369374446574949,0.250505641376402,2
6,-0.457905488910832,0.31402318592693,2
7,-0.555816518592399,0.377331149452938,2
1,-0.00662931994429331,7.24459830525603e-06,2
2,-0.00587910564916315,6.82903523330225e-06,2
3,-0.00719505500757604,6.07422507403754e-06,2
4,-0.00958845756726478,4.46570179768457e-06,2
5,-0.012406568757642,1.44131992652063e-06,2
6,-0.0154785369534971,-2.49231076665524e-06,2
7,-0.0187838097237312,-6.82853838185338e-06,2
1,-0.459459050940537,-0.00232027570535021,2
2,-0.501156292146247,-0.124894966458193,2
3,-0.60775517971991,-0.247341784827125,2
4,-0.761597074648848,-0.369262785471623,2
5,-0.941323327684799,-0.490016898448209,2
6,-1.14139764546128,-0.608914850710703,2
7,-1.36530338007974,-0.724862036382449,2
1,-0.351997182121628,0.180639417589507,2
2,-0.393995437129434,-0.0106242454007774,2
3,-0.486469542851649,-0.203764994996231,2
4,-0.64096453435102,-0.393669256519388,2
5,-0.842659397218119,-0.573992834988442,2
6,-1.06653424504482,-0.740155560720281,2
7,-1.32510825879228,-0.899207300448498,2
1,-0.00710333343440017,1.06216583173335e-05,2
2,-0.00649003526277092,-1.60433419873485e-05,2
3,-0.009151036191378,-4.28799913301248e-05,2
4,-0.0130953031439908,-6.97024675577751e-05,2
5,-0.0173736046207487,-9.57483081629462e-05,2
6,-0.0217528694636519,-0.000120557751164263,2
7,-0.0262510148339322,-0.000144632310066228,2
1,-0.0210644693799384,-6.18239892853367e-05,2
2,-0.0173345227658131,1.73545369790418e-05,2
3,-0.0245552601693317,9.76371113274865e-05,2
4,-0.0364806542419155,0.000179966552194877,2
5,-0.0499072021850244,0.000264617546008594,2
6,-0.0640703499461682,0.000350855101014069,2
7,-0.0789102329095211,0.000439265335226757,2
1,-1.82784251336857,-0.0718757051076615,2
2,-0.936475676477776,0.469990470529343,2
3,-0.203951055736292,1.01351084480514,2
4,0.42485171706906,1.5600535801494,2
5,1.00162448154013,2.10929158351754,2
1,-0.0107114285648651,2.75030063923154e-05,2
2,-0.010288569687629,5.80592970065297e-05,2
3,-0.0132725036020082,8.82050587058814e-05,2
4,-0.0177841540911977,0.000118298499794722,2
5,-0.022869112307445,0.000148502232327097,2
6,-0.0282655933801438,0.000178374689901339,2
7,-0.0339262085451728,0.000207088867769656,2
1,-0.847219840245573,-0.0119413342140451,3
2,-0.449214938450413,0.225333893961063,3
3,-0.183415446059451,0.462818532971076,3
4,-0.0211831862545337,0.700059115155882,3
5,0.0798757722215794,0.937059836605567,3
6,0.132470925879892,1.1777639147951,3
7,0.135531627026009,1.41706529395674,3
1,-0.0059850358947392,-2.47277864229289e-05,3
2,-0.00509199554240602,-1.42923920791738e-05,3
3,-0.00607894480536484,-3.34018793779478e-06,3
4,-0.00815523258597296,8.65402560767947e-06,3
5,-0.0106917861406989,2.23005624664374e-05,3
6,-0.0135020552491412,3.76138768585221e-05,3
7,-0.0165292717642053,5.33682667778201e-05,3
1,-0.00408950645629056,2.72607750595455e-07,3
2,-0.00375457917908885,1.08424892730774e-05,3
3,-0.00488458212402559,2.13808900699775e-05,3
4,-0.00667217057118475,3.18235270353462e-05,3
5,-0.00868289908186299,4.20338488447136e-05,3
6,-0.0108034227829788,5.18381497842668e-05,3
7,-0.0130320644308573,6.13962462381323e-05,3
1,-0.0128904460878388,1.9047361567992e-05,3
2,-0.0106215745418035,-8.24122969156349e-06,3
3,-0.0165344801222527,-3.63275779395877e-05,3
4,-0.0257196102524517,-6.64028786800941e-05,3
5,-0.03645011669332,-0.000100007789141543,3
6,-0.0488108277961928,-0.000139043875130973,3
7,-0.0629301571444625,-0.000184133706836676,3
1,-0.716411019601131,0.151738130845816,3
2,-0.880021627210017,-0.0620305362617195,3
3,-1.15284619383587,-0.282466387204676,3
4,-1.4813299877655,-0.525488026048243,3
5,-1.85100216579587,-0.808831150864613,3
6,-2.26877484490481,-1.11764741540468,3
7,-2.76097369376877,-1.44017484940089,3
1,-1.09554712483146,0.380016576043005,3
2,-0.315984147245101,0.778817246189234,3
3,0.247935218067751,1.16399633871587,3
4,0.568544366748558,1.50842146311004,3
5,0.641371972474277,1.79643338471834,3
6,0.511074169437521,2.06486015376931,3
7,0.243657074539633,2.33024104607594,3
1,-0.101264151335916,-0.002868082021525,3
2,-0.164897147032194,-0.015621901368323,3
3,-0.268342167601766,-0.0283102394410917,3
4,-0.378441237252089,-0.0408326732282931,3
5,-0.488499025259944,-0.0530927537228463,3
6,-0.60021059217979,-0.0653479132453865,3
7,-0.714189825463353,-0.0776706751374121,3
1,-0.00912536556443968,-1.79905052881679e-05,3
2,-0.00813591259491281,-1.87673540721356e-05,3
3,-0.00995015252760928,-1.93667360366412e-05,3
4,-0.0132351531626436,-2.02934743174232e-05,3
5,-0.0171032867554871,-2.2317033009589e-05,3
6,-0.0213120566079968,-2.64411789547836e-05,3
7,-0.0258193264757972,-3.14116909874151e-05,3
1,-0.386080665998532,-0.011144827346147,3
2,-0.21833454861501,0.0905002231699381,3
3,-0.112394973143753,0.19227555709792,3
4,-0.0512637449772995,0.29415193017759,3
5,-0.0137110298822857,0.395882984964047,3
6,0.0068206329180685,0.496987764532148,3
7,0.00779801181846462,0.595892985522125,3
1,-0.00467659621395531,-6.33551177564584e-06,3
2,-0.0039436171608174,1.79075391404382e-06,3
3,-0.00535572340712731,9.9951766827644e-06,3
4,-0.00775527482297226,1.84677972976388e-05,3
5,-0.0104797314829029,2.71336369745967e-05,3
6,-0.0133620132576966,3.59079174376831e-05,3
7,-0.0164216728467165,4.50870951258509e-05,3
1,-0.391993556577037,0.00891013316417411,3
2,-0.440252097654719,0.0698879382360591,3
3,-0.646647577972996,0.130971759248025,3
4,-0.900228081756056,0.193259175419088,3
5,-1.1760997894247,0.257438210339203,3
6,-1.46896666339083,0.323464694440025,3
7,-1.77212637175926,0.390078545877024,3
1,-5.99675742469126,-1.93106314567206,3
2,-4.67768843514637,-1.43015694162185,3
3,-3.56885856916297,-0.870844504962717,3
4,-2.40822715677092,-0.168626327027757,3
5,-0.917985222329687,0.771878112702484,3
6,0.925908166367453,1.99680911287176,3
1,-0.487605831200773,0.00822723701017303,3
2,-0.516878159154362,-0.128699186645473,3
3,-0.618125355150169,-0.266120192817188,3
4,-0.786468395658812,-0.404421635177966,3
5,-1.00607144378729,-0.544040312132223,3
6,-1.26935443287281,-0.68496010417649,3
7,-1.56473716801284,-0.824335809168457,3
1,-2.97376187140725,0.618687137816729,3
2,-3.40541550743359,0.143720983190791,3
3,-3.99323011893474,-0.409125183093246,3
4,-4.30543535261195,-0.692489719451912,3
5,-3.97996583660623,-0.374050021010246,3
6,-3.32488522296809,0.270648511168843,3
7,-2.97857421142499,0.644522997846138,3
1,-0.0127963239480325,-1.41477553530223e-05,3
2,-0.0117327089587209,3.44824598181859e-05,3
3,-0.0161154529971566,8.34279501287227e-05,3
4,-0.0227477186334551,0.000133014463325587,3
5,-0.0301012583194649,0.000182800259384219,3
6,-0.0377116323401754,0.00023082861274748,3
7,-0.0455818488496657,0.000277758555802699,3
1,-4.16216809261054,-2.6977011870626,3
2,-3.4804073886311,-2.59230655229117,3
3,-3.02744706160064,-2.4525590463997,3
4,-2.74084557312982,-2.3009588512027,3
5,-2.63724065534038,-2.23558053669199,3
6,-2.5971900366548,-2.196424993863,3
7,-2.86979983139757,-2.30230196633015,3
1,-0.00898546166024886,-1.54300423824694e-05,3
2,-0.0083659317783851,4.29122581362407e-05,3
3,-0.0118267074279702,0.00010167078435952,3
4,-0.0168679158686375,0.000161348731429811,3
5,-0.022437208516198,0.000222213297704776,3
6,-0.0282909588074431,0.00028404012431027,3
7,-0.0344153171006923,0.000347108246322225,3
1,-0.319018969591945,-0.0273373339411558,3
2,-0.377911354428275,-0.082120623186817,3
3,-0.490265084176861,-0.136203711843469,3
4,-0.623270605544134,-0.188793250072253,3
5,-0.760410044942135,-0.239465023466712,3
6,-0.89932554590078,-0.288314302523483,3
7,-1.03820323849333,-0.334494203041548,3
1,-0.0150882844246558,3.31241878619437e-05,3
2,-0.0184578150979249,0.000108623978030131,3
3,-0.0273733519429394,0.000183063935537575,3
4,-0.0376016575716751,0.000254554605354063,3
5,-0.0478644252928861,0.000321215827545629,3
6,-0.058124778604223,0.000384799911369527,3
7,-0.0685547224615433,0.000447058402219369,3
1,-0.262143675567417,0.0175142650783435,3
2,-0.326025149058598,-0.0327897715261853,3
3,-0.483616787385134,-0.0856450089248648,3
4,-0.695162602535811,-0.142662622270366,3
5,-0.949157620720382,-0.205372084108195,3
6,-1.2438124879701,-0.274014743511732,3
7,-1.55551112168649,-0.344245005743773,3
1,-0.0124203632551794,-2.25199789580799e-05,4
2,-0.0104527785286177,5.82096878876115e-06,4
3,-0.014146174646505,3.45927257701106e-05,4
4,-0.0204471537767794,6.40901089958845e-05,4
5,-0.0275851299265964,9.40139541718565e-05,4
6,-0.0350371318963958,0.000123341377977759,4
7,-0.0428261172805095,0.000152907035066541,4
1,-0.00824707051400694,-5.35503117404801e-06,4
2,-0.00834306807115171,-3.80528331760388e-05,4
3,-0.0117121421603184,-7.06213586090243e-05,4
4,-0.0162613331972149,-0.000102816475270551,4
5,-0.0211614429999038,-0.000134416800332104,4
6,-0.0262317301996673,-0.000165411146299199,4
7,-0.0314591657201869,-0.000195786965252243,4
1,-0.182875472302917,-0.00886323740349404,4
2,-0.139389526509804,0.0230216529645646,4
3,-0.204153851838441,0.0550419389268217,4
4,-0.300918884068226,0.0871726540491267,4
5,-0.40486518721818,0.119126964329408,4
6,-0.509363383782481,0.150318285291069,4
7,-0.612451931386941,0.180355688195694,4
1,-0.0110145690096866,-1.02668986228238e-05,4
2,-0.0115473289783278,-4.34824770465525e-05,4
3,-0.0162747738982044,-7.64023138888348e-05,4
4,-0.0224155165661387,-0.000108472983834318,4
5,-0.0288518042409003,-0.000138572800741699,4
6,-0.035405632402048,-0.000167064654196025,4
7,-0.0421966711708306,-0.000195233095882763,4
1,-0.00913943944523209,-7.18833251056594e-06,4
2,-0.00789357082275698,2.53429085184109e-06,4
3,-0.0103600731356615,1.24541924622079e-05,4
4,-0.0146246156180813,2.28129969466195e-05,4
5,-0.0195950423209459,3.3962685195732e-05,4
6,-0.0250795016198726,4.64330909455413e-05,4
7,-0.0309385352872686,5.95599321542295e-05,4
1,-0.00754418776831704,-7.97983321909612e-06,4
2,-0.00809947475975864,6.58581807511105e-05,4
3,-0.0128327858882244,0.00013983552396013,4
4,-0.0186888698605448,0.000213985411794404,4
5,-0.0248517819318446,0.000288179097332364,4
6,-0.0311420586519728,0.000361952708320512,4
7,-0.0374747208007563,0.000434096710778764,4
1,-0.160004066054682,0.00670721052428558,4
2,-0.152156915997678,0.0372033017775024,4
3,-0.196037278317529,0.0674446467145353,4
4,-0.25491361686151,0.0969733711587306,4
5,-0.316058483868834,0.12551474401872,4
6,-0.377653892376173,0.153125553579912,4
7,-0.443226289670533,0.180616079256494,4
1,-2.97640357649442,-0.891223053817223,4
2,-2.64410329753984,-0.916243239126507,4
3,-2.3405237168538,-0.917974413675149,4
4,-1.95917082598589,-0.864369743262422,4
5,-1.45584300225808,-0.731786163305467,4
6,-1.06273879508344,-0.533016710512883,4
7,-1.21104089812817,-0.288550243368383,4
1,-0.0138476125668535,-3.02361474977531e-05,4
2,-0.012047023520382,4.07552136882927e-06,4
3,-0.0151219859385734,3.86387508481967e-05,4
4,-0.0206502273044533,7.32855084488726e-05,4
5,-0.0269774670166408,0.000104287118336099,4
6,-0.0335796132836237,0.000127373960907118,4
7,-0.0405065897297556,0.000146064415738945,4
1,-0.789388495233854,-0.172214428121508,4
2,-0.84028585534746,-0.338991976473059,4
3,-0.94594875966851,-0.500720447318279,4
4,-1.08867777419451,-0.65743042756818,4
5,-1.25435694263021,-0.806714214856674,4
6,-1.45793064789224,-0.948584145278556,4
7,-1.72098327099083,-1.08470940185754,4
1,-0.280383391175814,0.0182609545726704,4
2,-0.299505394339801,-0.0474405924348007,4
3,-0.420825008232488,-0.113673439063983,4
4,-0.6008056122979,-0.181130605318393,4
5,-0.80753704425908,-0.250523519693404,4
6,-1.03307009831368,-0.322116285568379,4
7,-1.27282345500109,-0.39484861394596,4
1,-0.0738913302644847,-0.00103360220081239,4
2,-0.0640717804679129,0.000443873301343878,4
3,-0.0775056941687447,0.00195126708281812,4
4,-0.102851334642728,0.00352814136353885,4
5,-0.132640165286697,0.00521563049581442,4
6,-0.16480544962555,0.00706014033127911,4
7,-0.199132429930548,0.00909630507762138,4
1,-0.764906433984868,-0.105836907953005,4
2,-0.534411520391591,0.0569650588716808,4
3,-0.588892488370273,0.22122569104353,4
4,-0.752293033629799,0.386001432486533,4
5,-0.92816814411293,0.546883135240896,4
6,-1.09051633917111,0.700292940362862,4
7,-1.24506410521973,0.846005740379501,4
1,-0.450907291108576,0.0362328744144529,4
2,-0.267206240284951,0.15274597243574,4
3,-0.170416552881165,0.269069047569174,4
4,-0.132721160931139,0.386839724435178,4
5,-0.127073702884633,0.505745785053309,4
6,-0.145025114636602,0.624897654686654,4
7,-0.188476505139004,0.745467432216913,4
1,-0.00932868456231216,1.44493138458657e-05,4
2,-0.00831469757573593,1.67956106720268e-05,4
3,-0.0102157712580268,1.86957195280613e-05,4
4,-0.0136132792072568,1.94132877799902e-05,4
5,-0.017583145967403,1.82393546692694e-05,4
6,-0.0218823903690791,1.56956025936239e-05,4
7,-0.0264925153304387,1.27619479881602e-05,4
1,-0.00498299056270162,2.0501682858054e-06,4
2,-0.00456862683174323,-9.1650578060154e-06,4
3,-0.00604888177956135,-2.05106998318882e-05,4
4,-0.00838939450767542,-3.22354453778928e-05,4
5,-0.0110627691793437,-4.46457122498245e-05,4
6,-0.0139322893668714,-5.76840740462714e-05,4
7,-0.0169599498097884,-7.10083010702078e-05,4
1,-0.173779520831623,2.08325402205723,4
2,0.323284708822704,1.89687886174548,4
3,0.407909891212386,1.65965391739194,4
4,0.141021763793208,1.29356718982947,4
5,-0.446143028692204,0.625805941007761,4
6,-1.5163626178873,-0.237504948831599,4
7,-3.14192092671859,-1.13269083655326,4
1,-0.0108204711383899,-7.68705673692693e-06,4
2,-0.00946849344300576,2.08158168124584e-06,4
3,-0.0119282364093723,1.19510869396322e-05,4
4,-0.0162970430627779,2.19343739900069e-05,4
5,-0.0213627852704381,3.20501800583628e-05,4
6,-0.0268268653933322,4.2600841835494e-05,4
7,-0.0325972838886017,5.28203819349926e-05,4
1,-1.65709103619086,0.900019173828594,4
2,-0.584777042598552,0.501591517146951,4
3,-0.78528931864482,0.156184796636697,4
4,-0.818451148097293,-0.000376744565104836,4
5,-0.933959464031982,-0.151445764184557,4
6,-0.525631768368407,0.395131963607297,4
1,-0.173369663634111,-0.00187520465217617,4
2,-0.212429125632101,0.0214031954418346,4
3,-0.369044045471049,0.0447210334207231,4
4,-0.545751764366606,0.0680924181319935,4
5,-0.727475600548719,0.0915104919957832,4
6,-0.911704211823366,0.114947062644396,4
7,-1.09515921123442,0.138035705201683,4
1,-0.911585464629359,0.204259324658174,5
2,-0.646603223009601,0.370342583748751,5
3,-0.473267044886147,0.532825903668948,5
4,-0.364762567947263,0.692070767373574,5
5,-0.300011981101005,0.845676034605099,5
6,-0.277345085870704,0.990608450736031,5
7,-0.313318003735457,1.12934581653427,5
1,-1.04309001337352,-0.190794388554826,5
2,-0.603076382855736,0.0359433968612333,5
3,-0.239445425470336,0.267528015769329,5
4,0.0254958312494661,0.508889340317899,5
5,0.172742188966626,0.760969871208874,5
6,0.220759081043807,1.01899180691341,5
7,0.198196215838286,1.28207392426361,5
1,-1.04392166741764,-0.0180092884627143,5
2,-0.560166502983703,0.266878926589401,5
3,-0.198571562127599,0.551988075237492,5
4,0.067955044779222,0.837078545969057,5
5,0.271661356434168,1.12076658249452,5
6,0.412631079232307,1.39913889588923,5
7,0.469731066676707,1.66774952549771,5
1,-0.327548149426041,-0.0190632605966607,5
2,-0.196027076947073,0.0645242513227253,5
3,-0.171223792120824,0.147727426060498,5
4,-0.198905094118826,0.228369778843591,5
5,-0.23925910571257,0.304060330228112,5
6,-0.2839697444652,0.374741053699619,5
7,-0.336959407354644,0.442571360841152,5
1,-0.00592099923678073,-2.55197797738305e-06,5
2,-0.00584744905311592,2.31826479177855e-05,5
3,-0.00851059527865181,4.90380925040057e-05,5
4,-0.0121425678256736,7.52723210286632e-05,5
5,-0.01610614710815,0.000102077566980441,5
6,-0.0202856846895969,0.000129726718780976,5
7,-0.0246307381731563,0.000157783358480046,5
1,-0.258779087191306,0.0205080184227895,5
2,-0.274290665518087,-0.0463218306248905,5
3,-0.400831937804903,-0.112529301016735,5
4,-0.580467441779777,-0.177728734993988,5
5,-0.770837626026592,-0.240922738465908,5
6,-0.961331892608252,-0.301665309631907,5
7,-1.15406257276976,-0.360568029217866,5
1,-0.0196908113377716,5.05980983316334e-05,5
2,-0.035433102719541,0.000184948392276674,5
3,-0.0579019208399102,0.000317605491439998,5
4,-0.0808248392209049,0.000445544171551404,5
5,-0.102725731134166,0.000565002781087287,5
6,-0.123466713505665,0.000676024246133444,5
7,-0.143842144411267,0.000783450522204632,5
1,-0.0107344750568382,1.48345908135283e-05,5
2,-0.0126534177503448,7.12449080633171e-05,5
3,-0.019123993135804,0.000127593904488243,5
4,-0.0269544105577556,0.000184729428256425,5
5,-0.0352333050736267,0.000242430748255806,5
6,-0.0436992497811707,0.000299893848543675,5
7,-0.0523098215900623,0.000356816691103212,5
